final_figure	panel	panel_key	source_id	rank	candidate_score	candidate_path	candidate_filename	candidate_phase	candidate_columns	schema_read_error
Figure_6	H	Figure_6H	U27A4_Figure_9_selected_purine_redox	8	23.0	project://06_tables/phaseU27A3_visual_diversity_redesign/UTI_HostOmics_U27A3_figure_output_manifest.tsv	UTI_HostOmics_U27A3_figure_output_manifest.tsv	phaseU27A3_visual_diversity_redesign	figure;path;format;size_bytes	
Figure_7	A	Figure_7A	U27A4_Figure_10A	1	37.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_visual_audit.tsv	UTI_HostOmics_U27A4_visual_audit.tsv	phaseU27A4_final_visual_audit	figure;png_path;png_size_bytes;png_width_px;png_height_px;aspect_ratio;left_content_margin_fraction;top_content_margin_fraction;right_content_margin_fraction;bottom_content_margin_fraction;left_border_nonwhite_fraction;right_border_nonwhite_fraction;top_border_nonwhite_fraction;bottom_border_nonwhite_fraction;border_or_clipping_risk_flag;svg_path;svg_size_bytes;svg_width;svg_height;svg_viewbox;svg_parse_error;pdf_path;pdf_size_bytes	
Figure_7	A	Figure_7A	U27A4_Figure_10A	2	35.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_normalized_output_manifest.tsv	UTI_HostOmics_U27A4_normalized_output_manifest.tsv	phaseU27A4_final_visual_audit	figure;format;source_path;normalized_path;source_filename;normalized_filename;source_prefix_mismatch;size_bytes	
Figure_7	A	Figure_7A	U27A4_Figure_10A	3	35.0	project://03_metadata/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_visual_grammar_manifest.tsv	UTI_HostOmics_U27A4_visual_grammar_manifest.tsv	phaseU27A4_final_visual_audit	figure;panel;visual_grammar	
Figure_7	A	Figure_7A	U27A4_Figure_10A	4	29.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_phase_decision.tsv	UTI_HostOmics_U27A4_phase_decision.tsv	phaseU27A4_final_visual_audit	phase;decision;n_figures_audited;n_output_files;all_figures_have_png_svg_pdf;all_filenames_normalized_to_U27A4;n_source_prefix_mismatches_corrected;n_border_or_clipping_flags;all_figures_have_four_panels;n_unique_visual_grammars;visual_grammar_diversity_pass;scientific_values_changed;manuscript_modified;existing_figures_1_to_6_modified;manual_contact_sheet_confirmation_required;next_phase	
Figure_7	A	Figure_7A	U27A4_Figure_10A	5	23.0	project://06_tables/phaseU27A32_final_title_spacing_repair/UTI_HostOmics_U27A32_figure_output_manifest.tsv	UTI_HostOmics_U27A32_figure_output_manifest.tsv	phaseU27A32_final_title_spacing_repair	figure;path;format;size_bytes	
Figure_7	A	Figure_7A	U27A4_Figure_10A	6	23.0	project://06_tables/phaseU27A3_visual_diversity_redesign/UTI_HostOmics_U27A3_figure_output_manifest.tsv	UTI_HostOmics_U27A3_figure_output_manifest.tsv	phaseU27A3_visual_diversity_redesign	figure;path;format;size_bytes	
Figure_7	A	Figure_7A	U27A4_Figure_10A	7	23.0	project://03_metadata/phaseU27A32_final_title_spacing_repair/UTI_HostOmics_U27A32_visual_grammar_manifest.tsv	UTI_HostOmics_U27A32_visual_grammar_manifest.tsv	phaseU27A32_final_title_spacing_repair	figure;panel;visual_grammar	
Figure_7	A	Figure_7A	U27A4_Figure_10A	8	23.0	project://03_metadata/phaseU27A3_visual_diversity_redesign/UTI_HostOmics_U27A3_visual_grammar_manifest.tsv	UTI_HostOmics_U27A3_visual_grammar_manifest.tsv	phaseU27A3_visual_diversity_redesign	figure;panel;visual_grammar	
Figure_7	B	Figure_7B	U27A4_Figure_10B	1	37.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_visual_audit.tsv	UTI_HostOmics_U27A4_visual_audit.tsv	phaseU27A4_final_visual_audit	figure;png_path;png_size_bytes;png_width_px;png_height_px;aspect_ratio;left_content_margin_fraction;top_content_margin_fraction;right_content_margin_fraction;bottom_content_margin_fraction;left_border_nonwhite_fraction;right_border_nonwhite_fraction;top_border_nonwhite_fraction;bottom_border_nonwhite_fraction;border_or_clipping_risk_flag;svg_path;svg_size_bytes;svg_width;svg_height;svg_viewbox;svg_parse_error;pdf_path;pdf_size_bytes	
Figure_7	B	Figure_7B	U27A4_Figure_10B	2	35.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_normalized_output_manifest.tsv	UTI_HostOmics_U27A4_normalized_output_manifest.tsv	phaseU27A4_final_visual_audit	figure;format;source_path;normalized_path;source_filename;normalized_filename;source_prefix_mismatch;size_bytes	
Figure_7	B	Figure_7B	U27A4_Figure_10B	3	35.0	project://03_metadata/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_visual_grammar_manifest.tsv	UTI_HostOmics_U27A4_visual_grammar_manifest.tsv	phaseU27A4_final_visual_audit	figure;panel;visual_grammar	
Figure_7	B	Figure_7B	U27A4_Figure_10B	4	29.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_phase_decision.tsv	UTI_HostOmics_U27A4_phase_decision.tsv	phaseU27A4_final_visual_audit	phase;decision;n_figures_audited;n_output_files;all_figures_have_png_svg_pdf;all_filenames_normalized_to_U27A4;n_source_prefix_mismatches_corrected;n_border_or_clipping_flags;all_figures_have_four_panels;n_unique_visual_grammars;visual_grammar_diversity_pass;scientific_values_changed;manuscript_modified;existing_figures_1_to_6_modified;manual_contact_sheet_confirmation_required;next_phase	
Figure_7	B	Figure_7B	U27A4_Figure_10B	5	23.0	project://06_tables/phaseU27A32_final_title_spacing_repair/UTI_HostOmics_U27A32_figure_output_manifest.tsv	UTI_HostOmics_U27A32_figure_output_manifest.tsv	phaseU27A32_final_title_spacing_repair	figure;path;format;size_bytes	
Figure_7	B	Figure_7B	U27A4_Figure_10B	6	23.0	project://06_tables/phaseU27A3_visual_diversity_redesign/UTI_HostOmics_U27A3_figure_output_manifest.tsv	UTI_HostOmics_U27A3_figure_output_manifest.tsv	phaseU27A3_visual_diversity_redesign	figure;path;format;size_bytes	
Figure_7	B	Figure_7B	U27A4_Figure_10B	7	23.0	project://03_metadata/phaseU27A32_final_title_spacing_repair/UTI_HostOmics_U27A32_visual_grammar_manifest.tsv	UTI_HostOmics_U27A32_visual_grammar_manifest.tsv	phaseU27A32_final_title_spacing_repair	figure;panel;visual_grammar	
Figure_7	B	Figure_7B	U27A4_Figure_10B	8	23.0	project://03_metadata/phaseU27A3_visual_diversity_redesign/UTI_HostOmics_U27A3_visual_grammar_manifest.tsv	UTI_HostOmics_U27A3_visual_grammar_manifest.tsv	phaseU27A3_visual_diversity_redesign	figure;panel;visual_grammar	
Figure_7	C	Figure_7C	U27A4_Figure_10C	1	37.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_visual_audit.tsv	UTI_HostOmics_U27A4_visual_audit.tsv	phaseU27A4_final_visual_audit	figure;png_path;png_size_bytes;png_width_px;png_height_px;aspect_ratio;left_content_margin_fraction;top_content_margin_fraction;right_content_margin_fraction;bottom_content_margin_fraction;left_border_nonwhite_fraction;right_border_nonwhite_fraction;top_border_nonwhite_fraction;bottom_border_nonwhite_fraction;border_or_clipping_risk_flag;svg_path;svg_size_bytes;svg_width;svg_height;svg_viewbox;svg_parse_error;pdf_path;pdf_size_bytes	
Figure_7	C	Figure_7C	U27A4_Figure_10C	2	35.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_normalized_output_manifest.tsv	UTI_HostOmics_U27A4_normalized_output_manifest.tsv	phaseU27A4_final_visual_audit	figure;format;source_path;normalized_path;source_filename;normalized_filename;source_prefix_mismatch;size_bytes	
Figure_7	C	Figure_7C	U27A4_Figure_10C	3	35.0	project://03_metadata/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_visual_grammar_manifest.tsv	UTI_HostOmics_U27A4_visual_grammar_manifest.tsv	phaseU27A4_final_visual_audit	figure;panel;visual_grammar	
Figure_7	C	Figure_7C	U27A4_Figure_10C	4	29.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_phase_decision.tsv	UTI_HostOmics_U27A4_phase_decision.tsv	phaseU27A4_final_visual_audit	phase;decision;n_figures_audited;n_output_files;all_figures_have_png_svg_pdf;all_filenames_normalized_to_U27A4;n_source_prefix_mismatches_corrected;n_border_or_clipping_flags;all_figures_have_four_panels;n_unique_visual_grammars;visual_grammar_diversity_pass;scientific_values_changed;manuscript_modified;existing_figures_1_to_6_modified;manual_contact_sheet_confirmation_required;next_phase	
Figure_7	C	Figure_7C	U27A4_Figure_10C	5	23.0	project://06_tables/phaseU27A32_final_title_spacing_repair/UTI_HostOmics_U27A32_figure_output_manifest.tsv	UTI_HostOmics_U27A32_figure_output_manifest.tsv	phaseU27A32_final_title_spacing_repair	figure;path;format;size_bytes	
Figure_7	C	Figure_7C	U27A4_Figure_10C	6	23.0	project://06_tables/phaseU27A3_visual_diversity_redesign/UTI_HostOmics_U27A3_figure_output_manifest.tsv	UTI_HostOmics_U27A3_figure_output_manifest.tsv	phaseU27A3_visual_diversity_redesign	figure;path;format;size_bytes	
Figure_7	C	Figure_7C	U27A4_Figure_10C	7	23.0	project://03_metadata/phaseU27A32_final_title_spacing_repair/UTI_HostOmics_U27A32_visual_grammar_manifest.tsv	UTI_HostOmics_U27A32_visual_grammar_manifest.tsv	phaseU27A32_final_title_spacing_repair	figure;panel;visual_grammar	
Figure_7	C	Figure_7C	U27A4_Figure_10C	8	23.0	project://03_metadata/phaseU27A3_visual_diversity_redesign/UTI_HostOmics_U27A3_visual_grammar_manifest.tsv	UTI_HostOmics_U27A3_visual_grammar_manifest.tsv	phaseU27A3_visual_diversity_redesign	figure;panel;visual_grammar	
Figure_7	D	Figure_7D	U27A4_Figure_10D	1	37.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_visual_audit.tsv	UTI_HostOmics_U27A4_visual_audit.tsv	phaseU27A4_final_visual_audit	figure;png_path;png_size_bytes;png_width_px;png_height_px;aspect_ratio;left_content_margin_fraction;top_content_margin_fraction;right_content_margin_fraction;bottom_content_margin_fraction;left_border_nonwhite_fraction;right_border_nonwhite_fraction;top_border_nonwhite_fraction;bottom_border_nonwhite_fraction;border_or_clipping_risk_flag;svg_path;svg_size_bytes;svg_width;svg_height;svg_viewbox;svg_parse_error;pdf_path;pdf_size_bytes	
Figure_7	D	Figure_7D	U27A4_Figure_10D	2	35.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_normalized_output_manifest.tsv	UTI_HostOmics_U27A4_normalized_output_manifest.tsv	phaseU27A4_final_visual_audit	figure;format;source_path;normalized_path;source_filename;normalized_filename;source_prefix_mismatch;size_bytes	
Figure_7	D	Figure_7D	U27A4_Figure_10D	3	35.0	project://03_metadata/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_visual_grammar_manifest.tsv	UTI_HostOmics_U27A4_visual_grammar_manifest.tsv	phaseU27A4_final_visual_audit	figure;panel;visual_grammar	
Figure_7	D	Figure_7D	U27A4_Figure_10D	4	29.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_phase_decision.tsv	UTI_HostOmics_U27A4_phase_decision.tsv	phaseU27A4_final_visual_audit	phase;decision;n_figures_audited;n_output_files;all_figures_have_png_svg_pdf;all_filenames_normalized_to_U27A4;n_source_prefix_mismatches_corrected;n_border_or_clipping_flags;all_figures_have_four_panels;n_unique_visual_grammars;visual_grammar_diversity_pass;scientific_values_changed;manuscript_modified;existing_figures_1_to_6_modified;manual_contact_sheet_confirmation_required;next_phase	
Figure_7	D	Figure_7D	U27A4_Figure_10D	5	23.0	project://06_tables/phaseU27A32_final_title_spacing_repair/UTI_HostOmics_U27A32_figure_output_manifest.tsv	UTI_HostOmics_U27A32_figure_output_manifest.tsv	phaseU27A32_final_title_spacing_repair	figure;path;format;size_bytes	
Figure_7	D	Figure_7D	U27A4_Figure_10D	6	23.0	project://06_tables/phaseU27A3_visual_diversity_redesign/UTI_HostOmics_U27A3_figure_output_manifest.tsv	UTI_HostOmics_U27A3_figure_output_manifest.tsv	phaseU27A3_visual_diversity_redesign	figure;path;format;size_bytes	
Figure_7	D	Figure_7D	U27A4_Figure_10D	7	23.0	project://03_metadata/phaseU27A32_final_title_spacing_repair/UTI_HostOmics_U27A32_visual_grammar_manifest.tsv	UTI_HostOmics_U27A32_visual_grammar_manifest.tsv	phaseU27A32_final_title_spacing_repair	figure;panel;visual_grammar	
Figure_7	D	Figure_7D	U27A4_Figure_10D	8	23.0	project://03_metadata/phaseU27A3_visual_diversity_redesign/UTI_HostOmics_U27A3_visual_grammar_manifest.tsv	UTI_HostOmics_U27A3_visual_grammar_manifest.tsv	phaseU27A3_visual_diversity_redesign	figure;panel;visual_grammar	
Figure_7	E	Figure_7E	U26C1_U26D2C_complement_topology	1	39.0	project://06_tables/phaseU26C1_interpretation_threshold_and_branch_refinement/UTI_HostOmics_U26C1_refined_core_and_secondary_modules.tsv	UTI_HostOmics_U26C1_refined_core_and_secondary_modules.tsv	phaseU26C1_interpretation_threshold_and_branch_refinement	feature_id;axis;display_label;proposed_figure_family;n_independent_datasets;datasets;dataset_effects;n_positive_datasets;n_negative_datasets;dominant_direction;weighted_directional_coherence;median_effect;median_absolute_effect;max_absolute_effect;n_FDR10_datasets;n_moderate_effect_datasets;n_large_effect_datasets;validation_class;independent_evidence_priority_score;n_non_tiny_concordant_moderate_datasets;biological_priority;preterm_vs_term_effect;preterm_tissue_coherence;preterm_direction;infection_outcome_relation;refined_preterm_effect_class;refined_infection_outcome_relation;manuscript_claim_priority	
Figure_7	E	Figure_7E	U26C1_U26D2C_complement_topology	2	39.0	project://06_tables/phaseU26C1_interpretation_threshold_and_branch_refinement/UTI_HostOmics_U26C1_refined_Figure_11_architecture.tsv	UTI_HostOmics_U26C1_refined_Figure_11_architecture.tsv	phaseU26C1_interpretation_threshold_and_branch_refinement	panel;panel_title;feature_id;display_label;biological_priority;infection_direction;infection_coherence;preterm_effect;preterm_effect_class;infection_outcome_relation;figure_role	
Figure_7	E	Figure_7E	U26C1_U26D2C_complement_topology	3	39.0	project://06_tables/phaseU26C1_interpretation_threshold_and_branch_refinement/UTI_HostOmics_U26C1_refined_decoupling_domains.tsv	UTI_HostOmics_U26C1_refined_decoupling_domains.tsv	phaseU26C1_interpretation_threshold_and_branch_refinement	domain;n_features;median_effect;mean_effect;n_positive;n_negative;directional_coherence;dominant_direction;refined_effect_class;refined_interpretation	
Figure_7	E	Figure_7E	U26C1_U26D2C_complement_topology	4	39.0	project://03_metadata/phaseU26C1_interpretation_threshold_and_branch_refinement/UTI_HostOmics_U26C1_interpretation_correction_log.tsv	UTI_HostOmics_U26C1_interpretation_correction_log.tsv	phaseU26C1_interpretation_threshold_and_branch_refinement	issue;original;revised;basis	
Figure_7	E	Figure_7E	U26C1_U26D2C_complement_topology	5	34.5	project://06_tables/phaseU26C1_interpretation_threshold_and_branch_refinement/UTI_HostOmics_U26C1_phase_decision.tsv	UTI_HostOmics_U26C1_phase_decision.tsv	phaseU26C1_interpretation_threshold_and_branch_refinement	phase;decision;near_neutral_absolute_effect_threshold;n_robust_core_modules;n_provisional_core_modules;n_secondary_modules;n_true_direction_reversals;TLR4_pregnancy_class;steroid_synthesis_domain;complement_domain;manuscript_modified;existing_figures_modified;next_phase	
Figure_7	E	Figure_7E	U26C1_U26D2C_complement_topology	6	17.0	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_module_cellular_synthesis.tsv	UTI_HostOmics_U26D2C_module_cellular_synthesis.tsv	phaseU26D2C_cellular_localization_synthesis	feature_id;display_label;axis;proposed_figure_family;n_populations;n_positive_populations;n_negative_populations;directional_coherence_fraction;n_high_or_moderate_populations;top_population_by_composite_score;top_population_composite_score;top_population_evidence_class;top_population_mean_gene_log2FC;top_population_gene_direction_coherence;top_population_hedges_g;top_population_variance_sensitive_g;top_to_second_score_ratio;cellular_localization_class;median_mean_gene_log2FC;median_gene_direction_coherence;median_composite_score;top_refined_subtype;top_refined_subtype_composite_score;top_refined_subtype_mean_gene_log2FC;top_refined_subtype_gene_direction_coherence;top_refined_subtype_hedges_g;top_refined_subtype_variance_sensitive_g	
Figure_7	E	Figure_7E	U26C1_U26D2C_complement_topology	7	14.0	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_subtype_effect_reliability.tsv	UTI_HostOmics_U26D2C_subtype_effect_reliability.tsv	phaseU26D2C_cellular_localization_synthesis	population_level;population;feature_id;display_label;axis;proposed_figure_family;requested_genes;detected_genes;coverage_fraction;score_eligible;mean_control_score;mean_UPEC_score;mean_difference_UPEC_minus_control;hedges_g_UPEC_vs_control;exact_permutation_p;module_mean_gene_log2FC;module_median_gene_log2FC;fraction_genes_positive_log2FC;fraction_genes_negative_log2FC;gene_direction_coherence;direction;exact_permutation_q_within_population;hedges_g_finite;variance_sensitive_hedges_g;cellular_evidence_class;cellular_localization_score;effect_direction	
Figure_7	E	Figure_7E	U26C1_U26D2C_complement_topology	8	14.0	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_broad_effect_reliability.tsv	UTI_HostOmics_U26D2C_broad_effect_reliability.tsv	phaseU26D2C_cellular_localization_synthesis	population_level;population;feature_id;display_label;axis;proposed_figure_family;requested_genes;detected_genes;coverage_fraction;score_eligible;mean_control_score;mean_UPEC_score;mean_difference_UPEC_minus_control;hedges_g_UPEC_vs_control;exact_permutation_p;module_mean_gene_log2FC;module_median_gene_log2FC;fraction_genes_positive_log2FC;fraction_genes_negative_log2FC;gene_direction_coherence;direction;exact_permutation_q_within_population;hedges_g_finite;variance_sensitive_hedges_g;cellular_evidence_class;cellular_localization_score;effect_direction	
Figure_7	F	Figure_7F	U26D2C_complement_comparison	1	42.0	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_core_module_cellular_attribution.tsv	UTI_HostOmics_U26D2C_core_module_cellular_attribution.tsv	phaseU26D2C_cellular_localization_synthesis	feature_id;display_label;axis;proposed_figure_family;n_populations;n_positive_populations;n_negative_populations;directional_coherence_fraction;n_high_or_moderate_populations;top_population_by_composite_score;top_population_composite_score;top_population_evidence_class;top_population_mean_gene_log2FC;top_population_gene_direction_coherence;top_population_hedges_g;top_population_variance_sensitive_g;top_to_second_score_ratio;cellular_localization_class;median_mean_gene_log2FC;median_gene_direction_coherence;median_composite_score;top_refined_subtype;top_refined_subtype_composite_score;top_refined_subtype_mean_gene_log2FC;top_refined_subtype_gene_direction_coherence;top_refined_subtype_hedges_g;top_refined_subtype_variance_sensitive_g;biological_priority;manuscript_claim_priority;refined_infection_outcome_relation	
Figure_7	F	Figure_7F	U26D2C_complement_comparison	2	37.0	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_subtype_effect_reliability.tsv	UTI_HostOmics_U26D2C_subtype_effect_reliability.tsv	phaseU26D2C_cellular_localization_synthesis	population_level;population;feature_id;display_label;axis;proposed_figure_family;requested_genes;detected_genes;coverage_fraction;score_eligible;mean_control_score;mean_UPEC_score;mean_difference_UPEC_minus_control;hedges_g_UPEC_vs_control;exact_permutation_p;module_mean_gene_log2FC;module_median_gene_log2FC;fraction_genes_positive_log2FC;fraction_genes_negative_log2FC;gene_direction_coherence;direction;exact_permutation_q_within_population;hedges_g_finite;variance_sensitive_hedges_g;cellular_evidence_class;cellular_localization_score;effect_direction	
Figure_7	F	Figure_7F	U26D2C_complement_comparison	3	37.0	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_broad_effect_reliability.tsv	UTI_HostOmics_U26D2C_broad_effect_reliability.tsv	phaseU26D2C_cellular_localization_synthesis	population_level;population;feature_id;display_label;axis;proposed_figure_family;requested_genes;detected_genes;coverage_fraction;score_eligible;mean_control_score;mean_UPEC_score;mean_difference_UPEC_minus_control;hedges_g_UPEC_vs_control;exact_permutation_p;module_mean_gene_log2FC;module_median_gene_log2FC;fraction_genes_positive_log2FC;fraction_genes_negative_log2FC;gene_direction_coherence;direction;exact_permutation_q_within_population;hedges_g_finite;variance_sensitive_hedges_g;cellular_evidence_class;cellular_localization_score;effect_direction	
Figure_7	F	Figure_7F	U26D2C_complement_comparison	4	37.0	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_module_cellular_synthesis.tsv	UTI_HostOmics_U26D2C_module_cellular_synthesis.tsv	phaseU26D2C_cellular_localization_synthesis	feature_id;display_label;axis;proposed_figure_family;n_populations;n_positive_populations;n_negative_populations;directional_coherence_fraction;n_high_or_moderate_populations;top_population_by_composite_score;top_population_composite_score;top_population_evidence_class;top_population_mean_gene_log2FC;top_population_gene_direction_coherence;top_population_hedges_g;top_population_variance_sensitive_g;top_to_second_score_ratio;cellular_localization_class;median_mean_gene_log2FC;median_gene_direction_coherence;median_composite_score;top_refined_subtype;top_refined_subtype_composite_score;top_refined_subtype_mean_gene_log2FC;top_refined_subtype_gene_direction_coherence;top_refined_subtype_hedges_g;top_refined_subtype_variance_sensitive_g	
Figure_7	F	Figure_7F	U26D2C_complement_comparison	5	37.0	project://03_metadata/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_Figures_7_to_11_cellular_panel_plan.tsv	UTI_HostOmics_U26D2C_Figures_7_to_11_cellular_panel_plan.tsv	phaseU26D2C_cellular_localization_synthesis	figure;panel;title;modules;purpose;feature_id;display_label;cellular_localization_class;top_broad_population;top_refined_subtype;cellular_evidence_summary	
Figure_7	F	Figure_7F	U26D2C_complement_comparison	6	37.0	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_variance_sensitive_effects.tsv	UTI_HostOmics_U26D2C_variance_sensitive_effects.tsv	phaseU26D2C_cellular_localization_synthesis	population_level;population;feature_id;display_label;axis;proposed_figure_family;requested_genes;detected_genes;coverage_fraction;score_eligible;mean_control_score;mean_UPEC_score;mean_difference_UPEC_minus_control;hedges_g_UPEC_vs_control;exact_permutation_p;module_mean_gene_log2FC;module_median_gene_log2FC;fraction_genes_positive_log2FC;fraction_genes_negative_log2FC;gene_direction_coherence;direction;exact_permutation_q_within_population;hedges_g_finite;variance_sensitive_hedges_g;cellular_evidence_class;cellular_localization_score;effect_direction	
Figure_7	F	Figure_7F	U26D2C_complement_comparison	7	37.0	project://03_metadata/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_claim_boundary_matrix.tsv	UTI_HostOmics_U26D2C_claim_boundary_matrix.tsv	phaseU26D2C_cellular_localization_synthesis	finding_type;allowed_wording;avoid_wording	
Figure_7	F	Figure_7F	U26D2C_complement_comparison	8	30.0	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_phase_decision.tsv	UTI_HostOmics_U26D2C_phase_decision.tsv	phaseU26D2C_cellular_localization_synthesis	phase;decision;n_broad_effect_rows;n_subtype_effect_rows;n_modules_synthesized;n_core_modules_with_cellular_attribution;n_variance_sensitive_broad_effects_abs_g_ge_5;ranking_uses_hedges_g_alone;ranking_uses_gene_log2FC;ranking_uses_gene_direction_coherence;ranking_uses_cross_population_consistency;biological_sample_is_inferential_unit;cell_level_significance_testing_performed;manuscript_modified;existing_figures_modified;next_phase	
Figure_7	G	Figure_7G	U26D2B_complement_coverage	1	54.0	project://06_tables/phaseU26D2B_GSE252321_refined_celltype_pseudobulk/UTI_HostOmics_U26D2B_module_coverage.tsv	UTI_HostOmics_U26D2B_module_coverage.tsv	phaseU26D2B_GSE252321_refined_celltype_pseudobulk	feature_id;display_label;axis;proposed_figure_family;requested_genes;detected_genes;coverage_fraction;score_eligible	
Figure_7	G	Figure_7G	U26D2B_complement_coverage	2	47.0	project://03_metadata/phaseU26D2B_GSE252321_refined_celltype_pseudobulk/UTI_HostOmics_U26D2B_canonical_module_dictionary.tsv	UTI_HostOmics_U26D2B_canonical_module_dictionary.tsv	phaseU26D2B_GSE252321_refined_celltype_pseudobulk	feature_id;gene_symbol;display_label;axis;proposed_figure_family	
Figure_7	G	Figure_7G	U26D2B_complement_coverage	3	47.0	project://06_tables/phaseU26D2B_GSE252321_refined_celltype_pseudobulk/UTI_HostOmics_U26D2B_module_dictionary_audit.tsv	UTI_HostOmics_U26D2B_module_dictionary_audit.tsv	phaseU26D2B_GSE252321_refined_celltype_pseudobulk	path;unique_features;gene_rows;selection_score;feature_column;gene_column;gene_list_column;selected	
Figure_7	G	Figure_7G	U26D2B_complement_coverage	4	44.5	project://06_tables/phaseU26D2B_GSE252321_refined_celltype_pseudobulk/UTI_HostOmics_U26D2B_refined_subtype_module_results.tsv	UTI_HostOmics_U26D2B_refined_subtype_module_results.tsv	phaseU26D2B_GSE252321_refined_celltype_pseudobulk	population_level;population;feature_id;display_label;axis;proposed_figure_family;requested_genes;detected_genes;coverage_fraction;score_eligible;mean_control_score;mean_UPEC_score;mean_difference_UPEC_minus_control;hedges_g_UPEC_vs_control;exact_permutation_p;module_mean_gene_log2FC;module_median_gene_log2FC;fraction_genes_positive_log2FC;fraction_genes_negative_log2FC;gene_direction_coherence;direction;exact_permutation_q_within_population	
Figure_7	G	Figure_7G	U26D2B_complement_coverage	5	44.5	project://06_tables/phaseU26D2B_GSE252321_refined_celltype_pseudobulk/UTI_HostOmics_U26D2B_broad_celltype_module_results.tsv	UTI_HostOmics_U26D2B_broad_celltype_module_results.tsv	phaseU26D2B_GSE252321_refined_celltype_pseudobulk	population_level;population;feature_id;display_label;axis;proposed_figure_family;requested_genes;detected_genes;coverage_fraction;score_eligible;mean_control_score;mean_UPEC_score;mean_difference_UPEC_minus_control;hedges_g_UPEC_vs_control;exact_permutation_p;module_mean_gene_log2FC;module_median_gene_log2FC;fraction_genes_positive_log2FC;fraction_genes_negative_log2FC;gene_direction_coherence;direction;exact_permutation_q_within_population	
Figure_7	G	Figure_7G	U26D2B_complement_coverage	6	42.0	project://06_tables/phaseU26D2B_GSE252321_refined_celltype_pseudobulk/UTI_HostOmics_U26D2B_core_module_cellular_localization.tsv	UTI_HostOmics_U26D2B_core_module_cellular_localization.tsv	phaseU26D2B_GSE252321_refined_celltype_pseudobulk	feature_id;display_label;axis;proposed_figure_family;n_complete_populations;n_positive_populations;n_negative_populations;directional_coherence_fraction;dominant_direction;top_absolute_effect_population;top_absolute_effect_hedges_g;top_positive_population;top_positive_hedges_g;top_negative_population;top_negative_hedges_g;median_effect;median_absolute_effect;n_populations_abs_g_ge_0_5;n_populations_abs_g_ge_0_8;median_gene_direction_coherence;biological_priority;manuscript_claim_priority;refined_infection_outcome_relation;is_predefined_focus_module	
Figure_7	G	Figure_7G	U26D2B_complement_coverage	7	41.0	project://06_tables/phaseU26D2B_GSE252321_refined_celltype_pseudobulk/UTI_HostOmics_U26D2B_phase_decision.tsv	UTI_HostOmics_U26D2B_phase_decision.tsv	phaseU26D2B_GSE252321_refined_celltype_pseudobulk	phase;decision;module_dictionary_source;n_modules_in_dictionary;n_score_eligible_modules;n_common_genes;n_complete_broad_cell_types;n_complete_refined_subtypes;n_broad_module_results;n_subtype_module_results;minimum_exact_two_sided_permutation_p;FDR_supported_results_expected_with_n2_vs_n2;TLR4_covered;leptin_covered;PI3K_AKT_covered;complement_opsonophagocytosis_covered;complement_C3A_C5A_covered;biological_sample_is_inferential_unit;cell_level_significance_testing_performed;raw_expression_pooled_across_datasets_or_species;manuscript_modified;existing_figures_modified;next_phase	
