feature_id	display_label	axis	proposed_figure_family	n_complete_populations	n_positive_populations	n_negative_populations	directional_coherence_fraction	dominant_direction	top_absolute_effect_population	top_absolute_effect_hedges_g	top_positive_population	top_positive_hedges_g	top_negative_population	top_negative_hedges_g	median_effect	median_absolute_effect	n_populations_abs_g_ge_0_5	n_populations_abs_g_ge_0_8	median_gene_direction_coherence
FATTY_ACID_BETA_OXIDATION	Fatty-acid beta-oxidation	lipid_metabolism	Figure_7	14	6	8	0.5714285714285714	lower_in_UPEC	GZMA_GZMB_cytotoxic_NK	-2.7181581063005935	gamma_delta_like_T	2.5824989197865853	GZMA_GZMB_cytotoxic_NK	-2.7181581063005935	-0.1279779415822283	1.01651880056827	9	8	0.6785714285714286
MINERALOCORTICOID_RESPONSE	Mineralocorticoid response	steroid_cholesterol_endocrine	Figure_7	14	7	7	0.5	mixed	C1Q_APOE_resident_macrophage	-3.062893845273621	RETNLA_MRC1_reparative_macrophage	1.4927252775306672	C1Q_APOE_resident_macrophage	-3.062893845273621	0.017467286099529675	0.9871268366032937	10	8	0.6666666666666666
PLACENTAL_STEROID_METABOLISM	Placental steroid metabolism	steroid_cholesterol_endocrine	Figure_7	14	8	6	0.5714285714285714	higher_in_UPEC	C1Q_APOE_resident_macrophage	-17.236624950147945	RETNLA_MRC1_reparative_macrophage	3.4597504590037698	C1Q_APOE_resident_macrophage	-17.236624950147945	0.434440680874901	0.9739377726780846	11	8	0.8333333333333334
GLUCONEOGENESIS	Gluconeogenesis	carbohydrate_inflammatory_carbon	Figure_8	14	8	6	0.5714285714285714	higher_in_UPEC	IL1B_CXCL2_inflammatory_neutrophil	-2.354345418614787	MKI67_TOP2A_cycling_immune	1.4264366780888875	IL1B_CXCL2_inflammatory_neutrophil	-2.354345418614787	0.4109263283676109	0.8940276523133663	11	8	0.6875
CHOLESTEROL_BIOSYNTHESIS	Cholesterol biosynthesis	steroid_cholesterol_endocrine	Figure_7	14	1	13	0.9285714285714286	lower_in_UPEC	IL1B_CXCL2_inflammatory_neutrophil	-2.4557014540201294	gamma_delta_like_T	0.19609136096253543	IL1B_CXCL2_inflammatory_neutrophil	-2.4557014540201294	-0.8699755570320006	0.8699755570320006	10	8	0.8888888888888888
UREA_CYCLE	Urea cycle	nucleotide_nad_nitrogen	Figure_9	14	14	0	1.0	higher_in_UPEC	XCR1_CLEC9A_cDC1_like	10.276255786308974	XCR1_CLEC9A_cDC1_like	10.276255786308974			0.8695841492137428	0.8695841492137428	9	8	0.5714285714285714
GLYCOGEN_SYNTHESIS	Glycogen synthesis	carbohydrate_inflammatory_carbon	Figure_8	14	14	0	1.0	higher_in_UPEC	PF4_MRC1_C1Q_macrophage	3.425054031212735	PF4_MRC1_C1Q_macrophage	3.425054031212735			0.8660349619579775	0.8660349619579775	11	8	0.5714285714285714
PURINE_DE_NOVO_SYNTHESIS	De novo purine synthesis	nucleotide_nad_nitrogen	Figure_9	14	7	7	0.5	mixed	IL1B_CXCL2_inflammatory_neutrophil	-1.876599550643089	gamma_delta_like_T	0.9058214157688187	IL1B_CXCL2_inflammatory_neutrophil	-1.876599550643089	-0.268410713965692	0.8646929834512345	12	8	0.8181818181818182
INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	insulin_irs_signaling	Figure_8	14	12	2	0.8571428571428571	higher_in_UPEC	CD83_CLEC10A_activated_dendritic	2.50009977684045	CD83_CLEC10A_activated_dendritic	2.50009977684045	GZMA_GZMB_cytotoxic_NK	-0.5743203887165641	0.8489532359558365	0.8489532359558365	10	8	0.6764705882352942
ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	steroid_cholesterol_endocrine	Figure_7	14	12	2	0.8571428571428571	higher_in_UPEC	IL2RA_TNFRSF18_regulatory_type2_like_T	2.1120609100211207	IL2RA_TNFRSF18_regulatory_type2_like_T	2.1120609100211207	PF4_MRC1_C1Q_macrophage	-0.975116047521673	0.7306931400115658	0.8276416504558013	10	8	0.7222222222222222
OXIDATIVE_STRESS_NRF2_ANCHOR	Oxidative stress and NRF2 anchor	immune_context_anchors	Integrated_network	14	14	0	1.0	higher_in_UPEC	cytotoxic_NK	5.309116426965942	cytotoxic_NK	5.309116426965942			0.8150932894366507	0.8150932894366507	11	8	0.6923076923076923
COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	complement_architecture	Figure_10	14	9	5	0.6428571428571429	higher_in_UPEC	CD209A_CLEC10A_cDC2_like	6.448729868908426	CD209A_CLEC10A_cDC2_like	6.448729868908426	conventional_activated_T	-3.0170633735161556	0.46381838094849215	0.9037256428380609	12	7	0.5714285714285714
LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	lipid_metabolism	Figure_7	14	12	2	0.8571428571428571	higher_in_UPEC	XCR1_CLEC9A_cDC1_like	6.441190247020028	XCR1_CLEC9A_cDC1_like	6.441190247020028	GZMA_GZMB_cytotoxic_NK	-0.10138310902246192	0.84660280530927	0.84660280530927	9	7	0.7692307692307693
AGE_RAGE_SIGNALING	AGE-RAGE signaling	carbohydrate_inflammatory_carbon	Figure_8	14	14	0	1.0	higher_in_UPEC	GZMA_GZMB_cytotoxic_NK	2.9268018905043665	GZMA_GZMB_cytotoxic_NK	2.9268018905043665			0.8231359333319417	0.8231359333319417	11	7	0.7142857142857143
AROMATIC_AMINO_ACID_METABOLISM	Aromatic amino-acid metabolism	amino_acid_metabolism	Figure_9	14	2	12	0.8571428571428571	lower_in_UPEC	IL1B_CXCL2_inflammatory_neutrophil	-4.800208649400738	MKI67_TOP2A_cycling_immune	0.665339059226794	IL1B_CXCL2_inflammatory_neutrophil	-4.800208649400738	-0.8100474307157088	0.8100474307157088	10	7	0.6666666666666666
CATECHOLAMINE_BIOSYNTHESIS_DEGRADATION	Catecholamine biosynthesis and degradation	catecholamine_stress_adjacent	Figure_9	14	7	7	0.5	mixed	IL1B_CXCL2_inflammatory_neutrophil	-1.9915412615412	gamma_delta_like_T	1.3852663027301115	IL1B_CXCL2_inflammatory_neutrophil	-1.9915412615412	0.02727524518732015	0.7943466462485682	8	7	0.6499999999999999
FERROPTOSIS_LIPID_PEROXIDATION	Ferroptosis-linked lipid peroxidation	lipid_metabolism	Figure_7	14	14	0	1.0	higher_in_UPEC	CD209A_CLEC10A_cDC2_like	4.759280001732798	CD209A_CLEC10A_cDC2_like	4.759280001732798			0.7789434480906204	0.7789434480906204	13	7	0.6666666666666666
TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	immune_context_anchors	Integrated_network	14	10	4	0.7142857142857143	higher_in_UPEC	GZMA_GZMB_cytotoxic_NK	6.5106957151012015	GZMA_GZMB_cytotoxic_NK	6.5106957151012015	RETNLA_MRC1_reparative_macrophage	-0.4869775236095824	0.7770986006343122	0.7770986006343122	8	7	0.6333333333333333
METHIONINE_SAM_METHYLATION	Methionine and SAM metabolism	amino_acid_metabolism	Figure_9	14	7	7	0.5	mixed	PF4_MRC1_C1Q_macrophage	-2.4285574966107335	cytotoxic_NK	1.4857137370186877	PF4_MRC1_C1Q_macrophage	-2.4285574966107335	0.014055134540816583	0.7406461681885985	9	7	0.75
TRYPTOPHAN_KYNURENINE	Tryptophan-kynurenine metabolism	amino_acid_metabolism	Figure_9	14	5	9	0.6428571428571429	lower_in_UPEC	IL2RA_TNFRSF18_regulatory_type2_like_T	3.5267890304815857	IL2RA_TNFRSF18_regulatory_type2_like_T	3.5267890304815857	IL1B_CXCL2_inflammatory_neutrophil	-2.90026993290054	-0.30327985071219266	0.73035046834782	8	7	0.5714285714285714
AMPK_INSULIN_COUNTERREGULATION	AMPK counter-regulation of insulin signaling	insulin_irs_signaling	Figure_8	14	9	5	0.6428571428571429	higher_in_UPEC	XCR1_CLEC9A_cDC1_like	2.339099442353285	XCR1_CLEC9A_cDC1_like	2.339099442353285	IL1B_CXCL2_inflammatory_neutrophil	-1.4691411133964263	0.407991682067863	0.6632199553927594	8	7	0.6666666666666666
PPARG_ADIPOMETABOLIC_REGULATION	PPARG adipometabolic regulation	adipokine_signaling	Figure_8	14	8	6	0.5714285714285714	higher_in_UPEC	GZMA_GZMB_cytotoxic_NK	-3.2258709404734396	gamma_delta_like_T	1.748465278990635	GZMA_GZMB_cytotoxic_NK	-3.2258709404734396	0.030287042106215967	0.5717705525952909	7	7	0.6499999999999999
GLUTAMINE_GLUTAMATE	Glutamine and glutamate metabolism	amino_acid_metabolism	Figure_9	14	11	3	0.7857142857142857	higher_in_UPEC	IL1B_CXCL2_inflammatory_neutrophil	-4.546186701336803	IL2RA_TNFRSF18_regulatory_type2_like_T	1.9929185159028684	IL1B_CXCL2_inflammatory_neutrophil	-4.546186701336803	0.6614784679334043	0.7313982055884536	10	6	0.6363636363636364
PROGESTERONE_BIOSYNTHESIS_RESPONSE	Progesterone biosynthesis and response	steroid_cholesterol_endocrine	Figure_7	14	10	4	0.7142857142857143	higher_in_UPEC	PF4_MRC1_C1Q_macrophage	-6.4991694734520955	gamma_delta_like_T	1.3413931704586013	PF4_MRC1_C1Q_macrophage	-6.4991694734520955	0.38308629512616366	0.7045749177175356	8	6	0.6363636363636364
PYRIMIDINE_SYNTHESIS	Pyrimidine synthesis	nucleotide_nad_nitrogen	Figure_9	14	5	9	0.6428571428571429	lower_in_UPEC	MKI67_TOP2A_cycling_immune	6.929486710221852	MKI67_TOP2A_cycling_immune	6.929486710221852	PF4_MRC1_C1Q_macrophage	-6.610201077320379	-0.320387141340966	0.6768081593084601	9	6	0.7272727272727273
PENTOSE_PHOSPHATE_PATHWAY	Pentose-phosphate pathway	carbohydrate_inflammatory_carbon	Figure_8	14	9	5	0.6428571428571429	higher_in_UPEC	conventional_activated_T	1.7665276415521807	conventional_activated_T	1.7665276415521807	RETNLA_MRC1_reparative_macrophage	-1.012453854672716	0.5682092764236679	0.6602805829725567	10	6	0.6666666666666666
PYRIMIDINE_DEGRADATION	Pyrimidine degradation	nucleotide_nad_nitrogen	Figure_9	14	5	9	0.6428571428571429	lower_in_UPEC	PF4_MRC1_C1Q_macrophage	-3.8523195175439056	IL2RA_TNFRSF18_regulatory_type2_like_T	2.947272889621818	PF4_MRC1_C1Q_macrophage	-3.8523195175439056	-0.37376987618711766	0.6073229567566645	11	6	0.7142857142857143
SPHINGOLIPID_CERAMIDE_METABOLISM	Sphingolipid and ceramide metabolism	lipid_metabolism	Figure_7	14	12	2	0.8571428571428571	higher_in_UPEC	IL2RA_TNFRSF18_regulatory_type2_like_T	3.4454694198839007	IL2RA_TNFRSF18_regulatory_type2_like_T	3.4454694198839007	IL1B_CXCL2_inflammatory_neutrophil	-0.30440614030366897	0.5698425701716694	0.5698425701716694	8	6	0.6111111111111112
BRANCHED_CHAIN_AMINO_ACIDS	Branched-chain amino-acid metabolism	amino_acid_metabolism	Figure_9	14	5	9	0.6428571428571429	lower_in_UPEC	PF4_MRC1_C1Q_macrophage	-3.325728762402223	IL2RA_TNFRSF18_regulatory_type2_like_T	0.5466182691771739	PF4_MRC1_C1Q_macrophage	-3.325728762402223	-0.4250649894241686	0.5284652956024389	8	6	0.5833333333333334
STEROID_SULFATION_DESULFATION	Steroid sulfation and desulfation	steroid_cholesterol_endocrine	Figure_7	14	8	6	0.5714285714285714	higher_in_UPEC	C1Q_APOE_resident_macrophage	-24.16025898344006	IL2RA_TNFRSF18_regulatory_type2_like_T	3.3914925696762173	C1Q_APOE_resident_macrophage	-24.16025898344006	0.3396064539046989	0.5166401473729786	8	6	0.6428571428571428
CATECHOLAMINE_IRON_REDOX_INTERFACE	Catecholamine, iron and redox interface	catecholamine_stress_adjacent	Figure_9	14	11	3	0.7857142857142857	higher_in_UPEC	cytotoxic_NK	1.2746463162903254	cytotoxic_NK	1.2746463162903254	IL1B_CXCL2_inflammatory_neutrophil	-0.24058726897006646	0.3612285263920505	0.3612285263920505	6	6	0.5714285714285714
STEROIDOGENESIS_CORE	Core steroidogenesis	steroid_cholesterol_endocrine	Figure_7	14	6	8	0.5714285714285714	lower_in_UPEC	MKI67_TOP2A_cycling_immune	2.963924403071255	MKI67_TOP2A_cycling_immune	2.963924403071255	LY6C2_VCAN_inflammatory_monocyte	-1.0174651935227292	-0.0682366983950886	0.7356393326093309	8	5	0.6666666666666666
LXR_FXR_STEROL_SIGNALING	LXR and FXR sterol signaling	steroid_cholesterol_endocrine	Figure_7	14	10	4	0.7142857142857143	higher_in_UPEC	IL2RA_TNFRSF18_regulatory_type2_like_T	1.8352296576609257	IL2RA_TNFRSF18_regulatory_type2_like_T	1.8352296576609257	GZMA_GZMB_cytotoxic_NK	-0.9593081696119468	0.642378502382722	0.6660253388338353	10	5	0.6666666666666666
ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	steroid_cholesterol_endocrine	Figure_7	14	13	1	0.9285714285714286	higher_in_UPEC	CD209A_CLEC10A_cDC2_like	1.059257865749889	CD209A_CLEC10A_cDC2_like	1.059257865749889	PF4_MRC1_C1Q_macrophage	-0.058780279116874765	0.632860629562038	0.632860629562038	11	5	0.8
XANTHINE_OXIDASE_OXIDATIVE_PURINE_CATABOLISM	Xanthine oxidase and oxidative purine catabolism	nucleotide_nad_nitrogen	Figure_9	14	12	2	0.8571428571428571	higher_in_UPEC	XCR1_CLEC9A_cDC1_like	3.683163718240934	XCR1_CLEC9A_cDC1_like	3.683163718240934	RETNLA_MRC1_reparative_macrophage	-0.37418868855841286	0.6092148444664349	0.6092148444664349	9	5	0.6153846153846154
ADIPONECTIN_SIGNALING	Adiponectin signaling	adipokine_signaling	Figure_8	14	10	4	0.7142857142857143	higher_in_UPEC	IL2RA_TNFRSF18_regulatory_type2_like_T	1.697513736337698	IL2RA_TNFRSF18_regulatory_type2_like_T	1.697513736337698	IL1B_CXCL2_inflammatory_neutrophil	-1.2645761330914544	0.4204935012256609	0.5771984607681884	9	5	0.625
PI3K_AKT_SIGNALING	PI3K-AKT signaling	insulin_irs_signaling	Figure_8	14	11	3	0.7857142857142857	higher_in_UPEC	CD83_CLEC10A_activated_dendritic	3.6748743212006914	CD83_CLEC10A_activated_dendritic	3.6748743212006914	GZMA_GZMB_cytotoxic_NK	-0.30559539138938047	0.5462150393707537	0.5462150393707537	8	5	0.6764705882352942
AMPK_SIGNALING	AMPK signaling	carbohydrate_inflammatory_carbon	Figure_8	14	9	5	0.6428571428571429	higher_in_UPEC	cytotoxic_NK	1.583196569746708	cytotoxic_NK	1.583196569746708	PF4_MRC1_C1Q_macrophage	-0.9921953158776051	0.2064167653526089	0.44072512804824193	6	5	0.5833333333333334
COMPLEMENT_REGULATORS	Complement regulators	complement_architecture	Figure_10	14	5	9	0.6428571428571429	lower_in_UPEC	MKI67_TOP2A_cycling_immune	11.637537118707984	MKI67_TOP2A_cycling_immune	11.637537118707984	PF4_MRC1_C1Q_macrophage	-3.6560536333658833	-0.3658643835479348	0.4314165667337731	6	5	0.6
CHOLESTEROL_UPTAKE_TRANSPORT_EXPORT	Cholesterol uptake, transport and export	steroid_cholesterol_endocrine	Figure_7	14	10	4	0.7142857142857143	higher_in_UPEC	XCR1_CLEC9A_cDC1_like	2.3214556916101796	XCR1_CLEC9A_cDC1_like	2.3214556916101796	MKI67_TOP2A_cycling_immune	-0.8773526170190395	0.33812995952675196	0.688843308918119	9	4	0.625
MTORC1_INSULIN_OUTPUT	mTORC1 insulin output	insulin_irs_signaling	Figure_8	14	5	9	0.6428571428571429	lower_in_UPEC	PF4_MRC1_C1Q_macrophage	-1.5746284513954536	cytotoxic_NK	1.2602987072219174	PF4_MRC1_C1Q_macrophage	-1.5746284513954536	-0.20962166950301944	0.5531188346607072	8	4	0.6153846153846154
MTOR_SIGNALING	mTOR signaling	carbohydrate_inflammatory_carbon	Figure_8	14	2	12	0.8571428571428571	lower_in_UPEC	PF4_MRC1_C1Q_macrophage	-3.033104419706697	cytotoxic_NK	1.1611810302697938	PF4_MRC1_C1Q_macrophage	-3.033104419706697	-0.39670227031624455	0.5325415480865108	7	4	0.631578947368421
NAD_METABOLISM	NAD metabolism	nucleotide_nad_nitrogen	Figure_9	14	7	7	0.5	mixed	CD209A_CLEC10A_cDC2_like	7.060626265027248	CD209A_CLEC10A_cDC2_like	7.060626265027248	C1Q_APOE_resident_macrophage	-0.8081696500565774	-0.09291610197969505	0.5196555283098201	7	4	0.59375
COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	complement_architecture	Figure_10	14	5	9	0.6428571428571429	lower_in_UPEC	RETNLA_MRC1_reparative_macrophage	-1.3434658135320763	LY6C2_VCAN_inflammatory_monocyte	0.9777994464385682	RETNLA_MRC1_reparative_macrophage	-1.3434658135320763	-0.2644760562615287	0.5151597883799701	7	4	0.625
PPAR_SREBP_LXR_REGULATION	PPAR, SREBP and LXR regulation	lipid_metabolism	Figure_7	14	8	6	0.5714285714285714	higher_in_UPEC	IL1B_CXCL2_inflammatory_neutrophil	-2.887965237169869	IL2RA_TNFRSF18_regulatory_type2_like_T	1.5514362432755902	IL1B_CXCL2_inflammatory_neutrophil	-2.887965237169869	0.27148032579726317	0.40819880963883903	6	4	0.6
GLYCOGENOLYSIS	Glycogenolysis	carbohydrate_inflammatory_carbon	Figure_8	14	6	8	0.5714285714285714	lower_in_UPEC	GZMA_GZMB_cytotoxic_NK	-1.6307998518144533	cytotoxic_NK	0.8034998506672579	GZMA_GZMB_cytotoxic_NK	-1.6307998518144533	-0.03899496740524662	0.40169063344341394	6	4	0.5833333333333334
ESTROGEN_BIOSYNTHESIS	Estrogen biosynthesis and interconversion	steroid_cholesterol_endocrine	Figure_7	14	6	8	0.5714285714285714	lower_in_UPEC	C1Q_APOE_resident_macrophage	-1.896006821581527	conventional_activated_T	0.6519490600917499	C1Q_APOE_resident_macrophage	-1.896006821581527	-0.1990139582430863	0.6238778882641305	9	3	0.75
TCA_OXPHOS	TCA cycle and oxidative phosphorylation	carbohydrate_inflammatory_carbon	Figure_8	14	4	10	0.7142857142857143	lower_in_UPEC	IL1B_CXCL2_inflammatory_neutrophil	-1.239897284759822	GZMA_GZMB_cytotoxic_NK	0.6625770858717163	IL1B_CXCL2_inflammatory_neutrophil	-1.239897284759822	-0.25602596885192985	0.5003685224589904	7	3	0.65
PHOSPHOLIPID_METABOLISM	Phospholipid metabolism	lipid_metabolism	Figure_7	14	11	3	0.7857142857142857	higher_in_UPEC	PF4_MRC1_C1Q_macrophage	-5.783818656577163	conventional_activated_T	1.3453075724101193	PF4_MRC1_C1Q_macrophage	-5.783818656577163	0.32031115268483606	0.35908813753924473	6	3	0.59375
UROTHELIAL_BARRIER_REPAIR_ANCHOR	Urothelial barrier and repair anchor	immune_context_anchors	Integrated_network	14	9	5	0.6428571428571429	higher_in_UPEC	MKI67_TOP2A_cycling_immune	2.074266787605787	MKI67_TOP2A_cycling_immune	2.074266787605787	GZMA_GZMB_cytotoxic_NK	-0.48337689419524843	0.3051817087168863	0.4227829969588712	5	2	0.8
EICOSANOID_PROSTAGLANDIN_METABOLISM	Eicosanoid and prostaglandin metabolism	lipid_metabolism	Figure_7	14	7	7	0.5	mixed	PF4_MRC1_C1Q_macrophage	-1.5228660988691358	cytotoxic_NK	0.49733061861632843	PF4_MRC1_C1Q_macrophage	-1.5228660988691358	-0.010401276454297937	0.3720436422162535	3	2	0.6
COMPLEMENT_ALTERNATIVE	Alternative complement pathway	complement_architecture	Figure_10	14	10	4	0.7142857142857143	higher_in_UPEC	PF4_MRC1_C1Q_macrophage	-1.3269577519918048	cytotoxic_NK	0.7900600494433296	PF4_MRC1_C1Q_macrophage	-1.3269577519918048	0.3230919905656846	0.5439345368255892	8	1	0.6
COMPLEMENT_CLASSICAL	Classical complement pathway	complement_architecture	Figure_10	14	7	7	0.5	mixed	PF4_MRC1_C1Q_macrophage	-2.7637782941007836	CD209A_CLEC10A_cDC2_like	0.6561263171822471	PF4_MRC1_C1Q_macrophage	-2.7637782941007836	-0.011450303777301635	0.24035349705052164	5	1	0.625
