population_level	population	feature_id	display_label	axis	proposed_figure_family	requested_genes	detected_genes	coverage_fraction	score_eligible	mean_control_score	mean_UPEC_score	mean_difference_UPEC_minus_control	hedges_g_UPEC_vs_control	exact_permutation_p	module_mean_gene_log2FC	module_median_gene_log2FC	fraction_genes_positive_log2FC	fraction_genes_negative_log2FC	gene_direction_coherence	direction	exact_permutation_q_within_population
broad_cell_type	NK_cell	GLYCOLYSIS	Glycolysis	carbohydrate_inflammatory_carbon	Figure_8	18	16	0.8888888888888888	True	-0.26114809131142175	0.26114809131142247	0.5222961826228443	1.9106578814475876	0.3333333333333333	0.2396556144892697	0.3247410658403851	0.75	0.25	0.75	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	insulin_irs_signaling	Figure_8	18	17	0.9444444444444444	True	-0.35183775181323435	0.35183775181323584	0.7036755036264701	1.3985257466357064	0.3333333333333333	0.29067241721115294	0.2602583244245178	0.8235294117647058	0.17647058823529413	0.8235294117647058	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	LACTATE_HIF1A_INFLAMMATORY_GLYCOLYSIS	Lactate and HIF1A inflammatory glycolysis	carbohydrate_inflammatory_carbon	Figure_8	15	15	1.0	True	-0.36041134440898687	0.3604113444089867	0.7208226888179736	1.1558863729173094	0.3333333333333333	0.4269482804287739	0.4912951547229696	0.8666666666666667	0.13333333333333333	0.8666666666666667	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	LEPTIN_SIGNALING	Leptin signaling	adipokine_signaling	Figure_8	12	11	0.9166666666666666	True	-0.36593661338866806	0.36593661338866806	0.7318732267773361	1.0887718305796739	0.3333333333333333	0.30142862100795403	0.2482658556302777	0.6363636363636364	0.36363636363636365	0.6363636363636364	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	lipid_metabolism	Figure_7	15	13	0.8666666666666667	True	-0.3191987967852683	0.319198796785268	0.6383975935705364	1.2885174888477824	0.3333333333333333	0.49438245857065993	0.4533207281063203	0.8461538461538461	0.15384615384615385	0.8461538461538461	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	LXR_FXR_STEROL_SIGNALING	LXR and FXR sterol signaling	steroid_cholesterol_endocrine	Figure_7	12	9	0.75	True	-0.12063202614286685	0.12063202614286805	0.2412640522857349	0.38870548138475725	0.6666666666666666	-0.0061033746616807605	0.1590605680391466	0.6666666666666666	0.3333333333333333	0.6666666666666666	higher_in_UPEC	0.7978142076502732
broad_cell_type	NK_cell	METHIONINE_SAM_METHYLATION	Methionine and SAM metabolism	amino_acid_metabolism	Figure_9	14	10	0.7142857142857143	True	-0.295218760413842	0.29521876041384076	0.5904375208276827	0.5783213489196549	0.6666666666666666	0.5770364700865038	0.39218865315701423	0.8	0.2	0.8	higher_in_UPEC	0.7978142076502732
broad_cell_type	NK_cell	MINERALOCORTICOID_RESPONSE	Mineralocorticoid response	steroid_cholesterol_endocrine	Figure_7	11	9	0.8181818181818182	True	-0.2522545780422259	0.2522545780422269	0.5045091560844528	1.3350680212818566	0.3333333333333333	0.08146525660553457	0.24230385535544574	0.5555555555555556	0.4444444444444444	0.5555555555555556	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	MTORC1_INSULIN_OUTPUT	mTORC1 insulin output	insulin_irs_signaling	Figure_8	13	13	1.0	True	-0.1444943108552623	0.14449431085526263	0.2889886217105249	0.5351226139977819	0.6666666666666666	0.1798655120670681	0.09618250812676088	0.6923076923076923	0.3076923076923077	0.6923076923076923	higher_in_UPEC	0.7978142076502732
broad_cell_type	NK_cell	MTOR_SIGNALING	mTOR signaling	carbohydrate_inflammatory_carbon	Figure_8	19	19	1.0	True	-0.010358190323754915	0.01035819032375479	0.020716380647509705	0.03317796855034618	1.0	0.06954767951810241	0.06228297130169658	0.5789473684210527	0.42105263157894735	0.5789473684210527	higher_in_UPEC	1.0
