dataset	primary_context	feature_type	axis	feature_id	display_label	proposed_figure_family	effect_value	effect_metric	direction	fdr_0_10	q_value	evidence_weight	interpretation_role	mean_tissue_effect	n_tissues	n_positive_tissues	n_negative_tissues	tissue_directional_coherence	best_tissue_q_value
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	catecholamine_stress_adjacent	ADRENERGIC_STRESS_SIGNALING	Adrenergic stress signaling	Figure_9	-0.4202849029495351	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.289232575803962	3.0	1.0	2.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	catecholamine_stress_adjacent	CATECHOLAMINE_BIOSYNTHESIS_DEGRADATION	Catecholamine biosynthesis and degradation	Figure_9	0.1395762639662431	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.007049770941620172	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	catecholamine_stress_adjacent	CATECHOLAMINE_IRON_REDOX_INTERFACE	Catecholamine, iron and redox interface	Figure_9	0.2901081783007024	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.3318516647784715	3.0	3.0	0.0	1.0	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	complement_architecture	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	Figure_10	0.2987179578977494	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.4635204275547053	3.0	3.0	0.0	1.0	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10	0.0680688980830458	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.16631133835648612	3.0	2.0	1.0	0.6666666666666666	0.9001145340011454
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	complement_architecture	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	Figure_10	0.3000879207652096	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.4629057850928328	3.0	2.0	1.0	0.6666666666666666	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	complement_architecture	COMPLEMENT_CLASSICAL	Classical complement pathway	Figure_10	0.2653474573865672	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.20769976360386097	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	complement_architecture	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	Figure_10	-0.0385061427396443	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.056624688156975994	3.0	1.0	2.0	0.6666666666666666	0.9151834081411548
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	complement_architecture	COMPLEMENT_LECTIN	Lectin complement pathway	Figure_10	-0.101247873556204	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.24302849635539328	3.0	0.0	3.0	1.0	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10	0.4245595687724989	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.3520418835477626	3.0	2.0	1.0	0.6666666666666666	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	complement_architecture	COMPLEMENT_REGULATORS	Complement regulators	Figure_10	0.523732131138319	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.5862001989109207	3.0	3.0	0.0	1.0	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	complement_architecture	COMPLEMENT_TERMINAL_MAC	Terminal complement and membrane-attack complex	Figure_10	0.0283417151003333	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.32832943651620977	3.0	2.0	1.0	0.6666666666666666	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	immune_context_anchors	NEUTROPHIL_NETOSIS_ANCHOR	Neutrophil and NETosis anchor	Integrated_network	0.1432238542689094	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.4043952355858185	3.0	2.0	1.0	0.6666666666666666	0.8707596751075012
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	immune_context_anchors	NFKB_MAPK_INFLAMMATION_ANCHOR	NF-kB and MAPK inflammation anchor	Integrated_network	0.3401538440683138	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.2625567533422926	3.0	2.0	1.0	0.6666666666666666	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	immune_context_anchors	OXIDATIVE_STRESS_NRF2_ANCHOR	Oxidative stress and NRF2 anchor	Integrated_network	0.4904882436922246	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.17684363245727716	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	immune_context_anchors	PREGNANCY_INFLAMMATION_ANCHOR	Pregnancy-associated inflammation anchor	Integrated_network	0.2162982558040384	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.2174939115276274	3.0	2.0	1.0	0.6666666666666666	0.8649858206309818
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	immune_context_anchors	TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	Integrated_network	0.538690474302069	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.3204751494814873	3.0	2.0	1.0	0.6666666666666666	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	immune_context_anchors	UROTHELIAL_BARRIER_REPAIR_ANCHOR	Urothelial barrier and repair anchor	Integrated_network	-0.3028473787411856	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.0299899282745756	3.0	1.0	2.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	insulin_irs_signaling	AMPK_INSULIN_COUNTERREGULATION	AMPK counter-regulation of insulin signaling	Figure_8	0.1431634392663947	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.1425607745757932	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8	-0.0467415211978371	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.09003828172373253	3.0	1.0	2.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	insulin_irs_signaling	MTORC1_INSULIN_OUTPUT	mTORC1 insulin output	Figure_8	0.2898294371376078	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.08979266161994949	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8	0.1040068212709447	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.034446693282136766	3.0	2.0	1.0	0.6666666666666666	0.8707596751075012
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	lipid_metabolism	EICOSANOID_PROSTAGLANDIN_METABOLISM	Eicosanoid and prostaglandin metabolism	Figure_7	0.0704649243100196	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.14845507797686308	3.0	2.0	1.0	0.6666666666666666	0.9412111420436904
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	lipid_metabolism	FATTY_ACID_BETA_OXIDATION	Fatty-acid beta-oxidation	Figure_7	0.3260981822439222	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.17695297010409697	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	lipid_metabolism	FATTY_ACID_SYNTHESIS	Fatty-acid synthesis	Figure_7	0.2246946199165754	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.01668643598248304	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	lipid_metabolism	FERROPTOSIS_LIPID_PEROXIDATION	Ferroptosis-linked lipid peroxidation	Figure_7	-0.0051843513252547	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.3637818175693952	3.0	1.0	2.0	0.6666666666666666	0.9819024725274724
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	lipid_metabolism	LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	Figure_7	0.2193009933274784	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.1655869417913011	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	lipid_metabolism	PHOSPHOLIPID_METABOLISM	Phospholipid metabolism	Figure_7	0.2476622491017035	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.1146828360678686	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	lipid_metabolism	PPAR_SREBP_LXR_REGULATION	PPAR, SREBP and LXR regulation	Figure_7	-0.3223128222237361	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.11211081198125189	3.0	1.0	2.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	lipid_metabolism	SPHINGOLIPID_CERAMIDE_METABOLISM	Sphingolipid and ceramide metabolism	Figure_7	-0.3576176791675761	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.11232432707154866	3.0	1.0	2.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	nucleotide_nad_nitrogen	NAD_METABOLISM	NAD metabolism	Figure_9	0.2448261451459954	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.13874190279689994	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	nucleotide_nad_nitrogen	NITRIC_OXIDE_SYNTHESIS_REGULATION	Nitric-oxide synthesis and regulation	Figure_9	-0.4823432471131333	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.23627682528580926	3.0	1.0	2.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	nucleotide_nad_nitrogen	PURINE_DEGRADATION_URATE	Purine degradation and urate	Figure_9	-0.2692284362831084	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.21859546168769417	3.0	1.0	2.0	0.6666666666666666	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	nucleotide_nad_nitrogen	PURINE_DE_NOVO_SYNTHESIS	De novo purine synthesis	Figure_9	0.4173728526439439	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.2062479573497494	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	nucleotide_nad_nitrogen	PURINE_SALVAGE	Purine salvage	Figure_9	-0.4471217219262232	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.18795675778855706	3.0	1.0	2.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	nucleotide_nad_nitrogen	PYRIMIDINE_DEGRADATION	Pyrimidine degradation	Figure_9	-0.4251442512349531	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.004395208901990022	3.0	1.0	2.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	nucleotide_nad_nitrogen	PYRIMIDINE_SYNTHESIS	Pyrimidine synthesis	Figure_9	0.3663894515934957	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.22389141136570814	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	nucleotide_nad_nitrogen	UREA_CYCLE	Urea cycle	Figure_9	-0.0290504154574962	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.015782118477774942	3.0	1.0	2.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	nucleotide_nad_nitrogen	XANTHINE_OXIDASE_OXIDATIVE_PURINE_CATABOLISM	Xanthine oxidase and oxidative purine catabolism	Figure_9	-0.0112092431237912	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.06234206870751318	3.0	1.0	2.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	steroid_cholesterol_endocrine	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	Figure_7	0.0071667134795168	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.1821697639014882	3.0	2.0	1.0	0.6666666666666666	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	steroid_cholesterol_endocrine	ANDROGEN_TESTOSTERONE_BIOSYNTHESIS	Androgen and testosterone biosynthesis	Figure_7	-0.2572233320109406	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.30083057318991024	3.0	1.0	2.0	0.6666666666666666	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	steroid_cholesterol_endocrine	CHOLESTEROL_BIOSYNTHESIS	Cholesterol biosynthesis	Figure_7	0.2253376102206074	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.055619191787873	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	steroid_cholesterol_endocrine	CHOLESTEROL_UPTAKE_TRANSPORT_EXPORT	Cholesterol uptake, transport and export	Figure_7	0.2842637032332668	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.11995121014708936	3.0	2.0	1.0	0.6666666666666666	0.808596691351273
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	steroid_cholesterol_endocrine	ESTROGEN_BIOSYNTHESIS	Estrogen biosynthesis and interconversion	Figure_7	0.2235907207186629	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.11501037733075214	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	steroid_cholesterol_endocrine	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	Figure_7	0.1650461221863599	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.1312004525117276	3.0	2.0	1.0	0.6666666666666666	0.8707596751075012
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	steroid_cholesterol_endocrine	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	Figure_7	0.024692674055856	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.017321532087266698	3.0	2.0	1.0	0.6666666666666666	0.9532595782595782
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	steroid_cholesterol_endocrine	LXR_FXR_STEROL_SIGNALING	LXR and FXR sterol signaling	Figure_7	0.1845363567021631	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.14572436368204758	3.0	2.0	1.0	0.6666666666666666	0.8097570242975702
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	steroid_cholesterol_endocrine	MINERALOCORTICOID_RESPONSE	Mineralocorticoid response	Figure_7	0.4382564416029907	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.34075533925934276	3.0	2.0	1.0	0.6666666666666666	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	steroid_cholesterol_endocrine	PLACENTAL_STEROID_METABOLISM	Placental steroid metabolism	Figure_7	-0.0657532120434069	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.08495305977923662	3.0	1.0	2.0	0.6666666666666666	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	steroid_cholesterol_endocrine	PROGESTERONE_BIOSYNTHESIS_RESPONSE	Progesterone biosynthesis and response	Figure_7	0.1940670575479958	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.015631031039471627	3.0	2.0	1.0	0.6666666666666666	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	steroid_cholesterol_endocrine	STEROIDOGENESIS_CORE	Core steroidogenesis	Figure_7	-0.1576983718271122	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.020346357096048262	3.0	1.0	2.0	0.6666666666666666	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	steroid_cholesterol_endocrine	STEROID_SULFATION_DESULFATION	Steroid sulfation and desulfation	Figure_7	-0.6622188490412063	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.5496280323535002	3.0	0.0	3.0	1.0	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	steroid_cholesterol_endocrine	TESTOSTERONE_CONVERSION_AROMATIZATION	Testosterone conversion and aromatization	Figure_7	0.28911717676748	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.1377202793274797	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
