dataset	contrast_id	biological_context	evidence_tier	group_a	group_b	feature_type	axis	feature_id	display_label	proposed_figure_family	effect_value	effect_metric	p_value	q_value	fdr_0_10	direction	n_group_a	n_group_b
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	submodule	nucleotide_nad_nitrogen	UREA_CYCLE	Urea cycle	Figure_9	0.15514301340142297	hedges_g	1.0	1.0	False	positive		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	submodule	nucleotide_nad_nitrogen	NITRIC_OXIDE_SYNTHESIS_REGULATION	Nitric-oxide synthesis and regulation	Figure_9	0.808654716637116	hedges_g	0.3333333333333333	0.808080808080808	False	positive		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	submodule	nucleotide_nad_nitrogen	XANTHINE_OXIDASE_OXIDATIVE_PURINE_CATABOLISM	Xanthine oxidase and oxidative purine catabolism	Figure_9	0.8909110371341586	hedges_g	0.3333333333333333	0.808080808080808	False	positive		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	submodule	complement_architecture	COMPLEMENT_CLASSICAL	Classical complement pathway	Figure_10	0.04498582180336342	hedges_g	1.0	1.0	False	positive		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	submodule	complement_architecture	COMPLEMENT_LECTIN	Lectin complement pathway	Figure_10	-0.4272133733758726	hedges_g	1.0	1.0	False	negative		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	submodule	complement_architecture	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	Figure_10	-0.3102140209047214	hedges_g	1.0	1.0	False	negative		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	submodule	complement_architecture	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	Figure_10	-0.1859260840471238	hedges_g	0.6666666666666666	0.8888888888888888	False	negative		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	submodule	complement_architecture	COMPLEMENT_TERMINAL_MAC	Terminal complement and membrane-attack complex	Figure_10	0.18928607807933387	hedges_g	0.6666666666666666	0.8888888888888888	False	positive		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	submodule	complement_architecture	COMPLEMENT_REGULATORS	Complement regulators	Figure_10	0.258206035535592	hedges_g	1.0	1.0	False	positive		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	submodule	complement_architecture	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	Figure_10	1.2138848239356397	hedges_g	0.3333333333333333	0.808080808080808	False	positive		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	submodule	complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10	0.6106585347065031	hedges_g	0.6666666666666666	0.8888888888888888	False	positive		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	submodule	complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10	1.2719950882687319	hedges_g	0.3333333333333333	0.808080808080808	False	positive		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	submodule	immune_context_anchors	TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	Integrated_network	0.5280174153001915	hedges_g	0.6666666666666666	0.8888888888888888	False	positive		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	submodule	immune_context_anchors	NFKB_MAPK_INFLAMMATION_ANCHOR	NF-kB and MAPK inflammation anchor	Integrated_network	1.0445949889470858	hedges_g	0.3333333333333333	0.808080808080808	False	positive		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	submodule	immune_context_anchors	NEUTROPHIL_NETOSIS_ANCHOR	Neutrophil and NETosis anchor	Integrated_network	1.6831623720365632	hedges_g	0.3333333333333333	0.808080808080808	False	positive		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	submodule	immune_context_anchors	OXIDATIVE_STRESS_NRF2_ANCHOR	Oxidative stress and NRF2 anchor	Integrated_network	0.5733729709195335	hedges_g	0.6666666666666666	0.8888888888888888	False	positive		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	submodule	immune_context_anchors	UROTHELIAL_BARRIER_REPAIR_ANCHOR	Urothelial barrier and repair anchor	Integrated_network	0.3001924105448774	hedges_g	0.6666666666666666	0.8888888888888888	False	positive		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	submodule	immune_context_anchors	PREGNANCY_INFLAMMATION_ANCHOR	Pregnancy-associated inflammation anchor	Integrated_network	1.8318950944988113	hedges_g	0.3333333333333333	0.808080808080808	False	positive		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	composite_index	composite_index	STEROID_INFLAMMATORY_IMBALANCE_INDEX	Steroid Inflammatory Imbalance Index	Integrated_network	0.6171037200481244	hedges_g	0.6666666666666666	0.8888888888888888	False	positive		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	composite_index	composite_index	INFLAMMATORY_CARBON_USE_INDEX	Inflammatory Carbon Use Index	Integrated_network	0.9316133391489463	hedges_g	0.3333333333333333	0.808080808080808	False	positive		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	composite_index	composite_index	COMPLEMENT_INFLAMMATORY_AMPLIFICATION_INDEX	Complement Inflammatory Amplification Index	Integrated_network	0.26987677665427234	hedges_g	1.0	1.0	False	positive		
GSE252321	GSE252321_UPEC_VS_CONTROL	whole_object_sample_pseudobulk_UPEC_response	exploratory_mouse_sample_pseudobulk	UPEC	control	composite_index	composite_index	PREGNANCY_RISK_ENDOCRINE_METABOLIC_INFLAMMATION_INDEX	Pregnancy Risk Endocrine Metabolic Inflammation Index	Integrated_network	0.013614472412073735	hedges_g	1.0	1.0	False	positive		
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	steroid_cholesterol_endocrine	CHOLESTEROL_BIOSYNTHESIS	Cholesterol biosynthesis	Figure_7	-0.3676190350403667	hedges_g	0.5476190476190477	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	steroid_cholesterol_endocrine	CHOLESTEROL_UPTAKE_TRANSPORT_EXPORT	Cholesterol uptake, transport and export	Figure_7	-0.2187013968881286	hedges_g	0.7142857142857143	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	steroid_cholesterol_endocrine	STEROIDOGENESIS_CORE	Core steroidogenesis	Figure_7	0.6984821720927213	hedges_g	0.3214285714285714	0.9211087420042644	False	positive	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	steroid_cholesterol_endocrine	PROGESTERONE_BIOSYNTHESIS_RESPONSE	Progesterone biosynthesis and response	Figure_7	-0.5874343331618976	hedges_g	0.4047619047619047	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	steroid_cholesterol_endocrine	ESTROGEN_BIOSYNTHESIS	Estrogen biosynthesis and interconversion	Figure_7	-0.4314114662750183	hedges_g	0.5595238095238095	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	steroid_cholesterol_endocrine	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	Figure_7	-1.0495272485911142	hedges_g	0.2142857142857142	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	steroid_cholesterol_endocrine	ANDROGEN_TESTOSTERONE_BIOSYNTHESIS	Androgen and testosterone biosynthesis	Figure_7	0.5120363485796444	hedges_g	0.4166666666666667	0.9211087420042644	False	positive	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	steroid_cholesterol_endocrine	TESTOSTERONE_CONVERSION_AROMATIZATION	Testosterone conversion and aromatization	Figure_7	-0.3249692049303546	hedges_g	0.75	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	steroid_cholesterol_endocrine	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	Figure_7	-1.0188848639899222	hedges_g	0.1904761904761904	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	steroid_cholesterol_endocrine	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	Figure_7	-0.9410623700628638	hedges_g	0.1904761904761904	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	steroid_cholesterol_endocrine	MINERALOCORTICOID_RESPONSE	Mineralocorticoid response	Figure_7	-0.3497186221203499	hedges_g	0.6071428571428571	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	steroid_cholesterol_endocrine	STEROID_SULFATION_DESULFATION	Steroid sulfation and desulfation	Figure_7	-0.4726474874056503	hedges_g	0.5119047619047619	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	steroid_cholesterol_endocrine	PLACENTAL_STEROID_METABOLISM	Placental steroid metabolism	Figure_7	0.2693983197571547	hedges_g	0.7142857142857143	0.9211087420042644	False	positive	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	steroid_cholesterol_endocrine	LXR_FXR_STEROL_SIGNALING	LXR and FXR sterol signaling	Figure_7	0.2498601283618348	hedges_g	0.7619047619047619	0.9211087420042644	False	positive	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	lipid_metabolism	FATTY_ACID_SYNTHESIS	Fatty-acid synthesis	Figure_7	-0.5578197467343663	hedges_g	0.4523809523809524	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	lipid_metabolism	FATTY_ACID_BETA_OXIDATION	Fatty-acid beta-oxidation	Figure_7	-0.3720436296384718	hedges_g	0.6071428571428571	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	lipid_metabolism	PHOSPHOLIPID_METABOLISM	Phospholipid metabolism	Figure_7	-0.6455749484980116	hedges_g	0.4047619047619047	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	lipid_metabolism	SPHINGOLIPID_CERAMIDE_METABOLISM	Sphingolipid and ceramide metabolism	Figure_7	-0.556979293354634	hedges_g	0.4047619047619047	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	lipid_metabolism	EICOSANOID_PROSTAGLANDIN_METABOLISM	Eicosanoid and prostaglandin metabolism	Figure_7	-0.2186378504107874	hedges_g	0.7380952380952381	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	lipid_metabolism	LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	Figure_7	0.0201802224119687	hedges_g	0.9761904761904762	0.988095238095238	False	positive	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	lipid_metabolism	PPAR_SREBP_LXR_REGULATION	PPAR, SREBP and LXR regulation	Figure_7	-0.3897187535088728	hedges_g	0.6071428571428571	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	lipid_metabolism	FERROPTOSIS_LIPID_PEROXIDATION	Ferroptosis-linked lipid peroxidation	Figure_7	-0.5925260737580739	hedges_g	0.369047619047619	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	carbohydrate_inflammatory_carbon	GLYCOLYSIS	Glycolysis	Figure_8	-0.1598284548654182	hedges_g	0.7976190476190477	0.936335403726708	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	carbohydrate_inflammatory_carbon	GLUCONEOGENESIS	Gluconeogenesis	Figure_8	0.17075358174412	hedges_g	0.8690476190476191	0.9642857142857142	False	positive	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8	-1.2540676429955062	hedges_g	0.0833333333333333	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	carbohydrate_inflammatory_carbon	GLYCOGENOLYSIS	Glycogenolysis	Figure_8	-0.2908785058860659	hedges_g	0.6785714285714286	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	carbohydrate_inflammatory_carbon	PENTOSE_PHOSPHATE_PATHWAY	Pentose-phosphate pathway	Figure_8	-0.5421655832476104	hedges_g	0.3928571428571428	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	carbohydrate_inflammatory_carbon	TCA_OXPHOS	TCA cycle and oxidative phosphorylation	Figure_8	-0.2827509237941643	hedges_g	0.6666666666666666	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	carbohydrate_inflammatory_carbon	LACTATE_HIF1A_INFLAMMATORY_GLYCOLYSIS	Lactate and HIF1A inflammatory glycolysis	Figure_8	-0.8484877551076575	hedges_g	0.2976190476190476	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	carbohydrate_inflammatory_carbon	AMPK_SIGNALING	AMPK signaling	Figure_8	-0.8122601070381932	hedges_g	0.2619047619047619	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	carbohydrate_inflammatory_carbon	MTOR_SIGNALING	mTOR signaling	Figure_8	-0.8057188489579195	hedges_g	0.238095238095238	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	carbohydrate_inflammatory_carbon	GLUCOSE_TRANSPORT	Glucose transport	Figure_8	-0.3055608272910256	hedges_g	0.6666666666666666	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	carbohydrate_inflammatory_carbon	AGE_RAGE_SIGNALING	AGE-RAGE signaling	Figure_8	-0.4817044088618192	hedges_g	0.5714285714285714	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8	-1.3402578002419596	hedges_g	0.0714285714285714	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8	-1.289974024948377	hedges_g	0.0833333333333333	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	insulin_irs_signaling	MTORC1_INSULIN_OUTPUT	mTORC1 insulin output	Figure_8	-0.8517546154371797	hedges_g	0.25	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	insulin_irs_signaling	AMPK_INSULIN_COUNTERREGULATION	AMPK counter-regulation of insulin signaling	Figure_8	-0.744315365082096	hedges_g	0.2857142857142857	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8	-0.8527724012270284	hedges_g	0.2619047619047619	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	adipokine_signaling	ADIPONECTIN_SIGNALING	Adiponectin signaling	Figure_8	-1.0885162443443697	hedges_g	0.1428571428571428	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	adipokine_signaling	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	Figure_8	-0.50684976743131	hedges_g	0.5238095238095238	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	adipokine_signaling	ADIPOKINE_INFLAMMATORY_AXIS	Inflammatory adipokine axis	Figure_8	-0.2537689491728889	hedges_g	0.7261904761904762	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	adipokine_signaling	PPARG_ADIPOMETABOLIC_REGULATION	PPARG adipometabolic regulation	Figure_8	-0.4225736558547329	hedges_g	0.5476190476190477	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	amino_acid_metabolism	TRYPTOPHAN_KYNURENINE	Tryptophan-kynurenine metabolism	Figure_9	-0.2814729674609406	hedges_g	0.6904761904761905	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	amino_acid_metabolism	ARGININE_NO_UREA	Arginine, nitric oxide and urea coupling	Figure_9	-0.4660615902556366	hedges_g	0.5238095238095238	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	amino_acid_metabolism	GLUTAMINE_GLUTAMATE	Glutamine and glutamate metabolism	Figure_9	-1.0249915329895265	hedges_g	0.1428571428571428	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	amino_acid_metabolism	SERINE_GLYCINE_ONE_CARBON	Serine, glycine and one-carbon metabolism	Figure_9	-0.9867953184936026	hedges_g	0.1904761904761904	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	amino_acid_metabolism	METHIONINE_SAM_METHYLATION	Methionine and SAM metabolism	Figure_9	-0.974855358925732	hedges_g	0.1904761904761904	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	amino_acid_metabolism	BRANCHED_CHAIN_AMINO_ACIDS	Branched-chain amino-acid metabolism	Figure_9	-0.2217901100176466	hedges_g	0.75	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	amino_acid_metabolism	AROMATIC_AMINO_ACID_METABOLISM	Aromatic amino-acid metabolism	Figure_9	-0.2219141800002392	hedges_g	0.7619047619047619	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	amino_acid_metabolism	AMINO_ACID_TRANSPORT	Amino-acid transport	Figure_9	-0.9110329763420932	hedges_g	0.2261904761904762	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	catecholamine_stress_adjacent	CATECHOLAMINE_BIOSYNTHESIS_DEGRADATION	Catecholamine biosynthesis and degradation	Figure_9	-0.1053306587235214	hedges_g	0.8928571428571429	0.9766483516483516	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	catecholamine_stress_adjacent	ADRENERGIC_STRESS_SIGNALING	Adrenergic stress signaling	Figure_9	-0.9815447317630288	hedges_g	0.1785714285714285	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	catecholamine_stress_adjacent	CATECHOLAMINE_IRON_REDOX_INTERFACE	Catecholamine, iron and redox interface	Figure_9	-0.4819131944584083	hedges_g	0.5238095238095238	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	nucleotide_nad_nitrogen	PURINE_DE_NOVO_SYNTHESIS	De novo purine synthesis	Figure_9	-0.90439918257767	hedges_g	0.2261904761904762	0.9211087420042644	False	negative	6.0	3.0
GSE280297	C1_PRETERM_VS_TERM__bladder	pregnancy_tissue_UPEC_or_preterm_architecture	pregnancy_tissue_discovery	UTI89_preterm	UTI89_term	submodule	nucleotide_nad_nitrogen	PURINE_SALVAGE	Purine salvage	Figure_9	-0.6095832639873975	hedges_g	0.4404761904761904	0.9211087420042644	False	negative	6.0	3.0
