contrast_id	feature_id	axis	display_label	proposed_figure_family	n_tissues	n_positive_tissues	n_negative_tissues	directional_coherence_fraction	dominant_direction	median_hedges_g	mean_absolute_hedges_g
C2_UPEC_VS_PBS_PREGNANCY	NITRIC_OXIDE_SYNTHESIS_REGULATION	nucleotide_nad_nitrogen	Nitric-oxide synthesis and regulation	Figure_9	3	1	2	0.6666666666666666	negative	-0.4823432471131333	0.6193401830386894
C2_UPEC_VS_PBS_PREGNANCY	OXIDATIVE_STRESS_NRF2_ANCHOR	immune_context_anchors	Oxidative stress and NRF2 anchor	Integrated_network	3	2	1	0.6666666666666666	positive	0.4904882436922246	0.6410171574066418
C2_UPEC_VS_PBS_PREGNANCY	PENTOSE_PHOSPHATE_PATHWAY	carbohydrate_inflammatory_carbon	Pentose-phosphate pathway	Figure_8	3	2	1	0.6666666666666666	positive	0.428492046396194	0.47305561794033596
C2_UPEC_VS_PBS_PREGNANCY	PHOSPHOLIPID_METABOLISM	lipid_metabolism	Phospholipid metabolism	Figure_7	3	2	1	0.6666666666666666	positive	0.2476622491017035	0.4457812070023979
C2_UPEC_VS_PBS_PREGNANCY	PI3K_AKT_SIGNALING	insulin_irs_signaling	PI3K-AKT signaling	Figure_8	3	2	1	0.6666666666666666	positive	0.1040068212709447	0.1714740737588765
C2_UPEC_VS_PBS_PREGNANCY	PLACENTAL_STEROID_METABOLISM	steroid_cholesterol_endocrine	Placental steroid metabolism	Figure_7	3	1	2	0.6666666666666666	negative	-0.0657532120434069	0.3412732150158682
C2_UPEC_VS_PBS_PREGNANCY	PPARG_ADIPOMETABOLIC_REGULATION	adipokine_signaling	PPARG adipometabolic regulation	Figure_8	3	1	2	0.6666666666666666	negative	-0.2397280946976295	0.2239787600524182
C2_UPEC_VS_PBS_PREGNANCY	PPAR_SREBP_LXR_REGULATION	lipid_metabolism	PPAR, SREBP and LXR regulation	Figure_7	3	1	2	0.6666666666666666	negative	-0.3223128222237361	0.3900584885484379
C2_UPEC_VS_PBS_PREGNANCY	PREGNANCY_INFLAMMATION_ANCHOR	immune_context_anchors	Pregnancy-associated inflammation anchor	Integrated_network	3	2	1	0.6666666666666666	positive	0.2162982558040384	0.39363585179165633
C2_UPEC_VS_PBS_PREGNANCY	PROGESTERONE_BIOSYNTHESIS_RESPONSE	steroid_cholesterol_endocrine	Progesterone biosynthesis and response	Figure_7	3	2	1	0.6666666666666666	positive	0.1940670575479958	0.2859798825571683
C2_UPEC_VS_PBS_PREGNANCY	PURINE_DEGRADATION_URATE	nucleotide_nad_nitrogen	Purine degradation and urate	Figure_9	3	1	2	0.6666666666666666	negative	-0.2692284362831084	0.287201034432208
C2_UPEC_VS_PBS_PREGNANCY	PURINE_DE_NOVO_SYNTHESIS	nucleotide_nad_nitrogen	De novo purine synthesis	Figure_9	3	2	1	0.6666666666666666	positive	0.4173728526439439	0.47138763958753943
C2_UPEC_VS_PBS_PREGNANCY	PURINE_SALVAGE	nucleotide_nad_nitrogen	Purine salvage	Figure_9	3	1	2	0.6666666666666666	negative	-0.4471217219262232	0.42069209160998394
C2_UPEC_VS_PBS_PREGNANCY	PYRIMIDINE_DEGRADATION	nucleotide_nad_nitrogen	Pyrimidine degradation	Figure_9	3	1	2	0.6666666666666666	negative	-0.4251442512349531	0.7927621361030357
C2_UPEC_VS_PBS_PREGNANCY	PYRIMIDINE_SYNTHESIS	nucleotide_nad_nitrogen	Pyrimidine synthesis	Figure_9	3	2	1	0.6666666666666666	positive	0.3663894515934957	0.6383481290781813
C2_UPEC_VS_PBS_PREGNANCY	RESISTIN_INFLAMMATORY_SIGNALING	adipokine_signaling	Resistin-associated inflammatory signaling	Figure_8	3	2	1	0.6666666666666666	positive	0.2725791025550987	0.31056101099213146
C2_UPEC_VS_PBS_PREGNANCY	SERINE_GLYCINE_ONE_CARBON	amino_acid_metabolism	Serine, glycine and one-carbon metabolism	Figure_9	3	2	1	0.6666666666666666	positive	0.3319923903012867	0.6163417542868251
C2_UPEC_VS_PBS_PREGNANCY	SPHINGOLIPID_CERAMIDE_METABOLISM	lipid_metabolism	Sphingolipid and ceramide metabolism	Figure_7	3	1	2	0.6666666666666666	negative	-0.3576176791675761	0.3782999316624121
C2_UPEC_VS_PBS_PREGNANCY	STEROIDOGENESIS_CORE	steroid_cholesterol_endocrine	Core steroidogenesis	Figure_7	3	1	2	0.6666666666666666	negative	-0.1576983718271122	0.49096001784782245
C2_UPEC_VS_PBS_PREGNANCY	STEROID_SULFATION_DESULFATION	steroid_cholesterol_endocrine	Steroid sulfation and desulfation	Figure_7	3	0	3	1.0	negative	-0.6622188490412063	0.5496280323535002
C2_UPEC_VS_PBS_PREGNANCY	TCA_OXPHOS	carbohydrate_inflammatory_carbon	TCA cycle and oxidative phosphorylation	Figure_8	3	2	1	0.6666666666666666	positive	0.4910697557217295	0.7067220390413004
C2_UPEC_VS_PBS_PREGNANCY	TESTOSTERONE_CONVERSION_AROMATIZATION	steroid_cholesterol_endocrine	Testosterone conversion and aromatization	Figure_7	3	2	1	0.6666666666666666	positive	0.28911717676748	0.6803032916908411
C2_UPEC_VS_PBS_PREGNANCY	TLR4_LPS_SIGNALING_ANCHOR	immune_context_anchors	TLR4-LPS signaling anchor	Integrated_network	3	2	1	0.6666666666666666	positive	0.538690474302069	0.42297848573674024
C2_UPEC_VS_PBS_PREGNANCY	TRYPTOPHAN_KYNURENINE	amino_acid_metabolism	Tryptophan-kynurenine metabolism	Figure_9	3	1	2	0.6666666666666666	negative	-0.0660311752665699	0.44175048891158314
C2_UPEC_VS_PBS_PREGNANCY	UREA_CYCLE	nucleotide_nad_nitrogen	Urea cycle	Figure_9	3	1	2	0.6666666666666666	negative	-0.0290504154574962	0.2478246715794258
C2_UPEC_VS_PBS_PREGNANCY	UROTHELIAL_BARRIER_REPAIR_ANCHOR	immune_context_anchors	Urothelial barrier and repair anchor	Integrated_network	3	1	2	0.6666666666666666	negative	-0.3028473787411856	0.47580073279927154
C2_UPEC_VS_PBS_PREGNANCY	XANTHINE_OXIDASE_OXIDATIVE_PURINE_CATABOLISM	nucleotide_nad_nitrogen	Xanthine oxidase and oxidative purine catabolism	Figure_9	3	1	2	0.6666666666666666	negative	-0.0112092431237912	0.4033220232439941
