source_path	frozen_path	format	size_bytes	sha256	png_width_px	png_height_px	asset_type	figure_number	panel
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_5_panel_A.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_5_panel_A.png	png	25378	ad9d71f31c0d7f8a790bba46a98e0504595cd879d39337a8552ef1ad73ac3674	474.0	251.0	panel_crop	5	A
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_5_panel_B.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_5_panel_B.png	png	19051	65b22f3b7def019c965d7a27cd25e2bad945ca1f043643c2add284b8ba2df5a1	257.0	307.0	panel_crop	5	B
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_5_panel_C.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_5_panel_C.png	png	12606	f727e3d9f5c21018cc90bdc6e298ea9eec70dfa486b0875ae4bae9d8b4bde7c9	250.0	286.0	panel_crop	5	C
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_5_panel_D.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_5_panel_D.png	png	17410	2c0762d750354a30365cc208e4ecf0182d18df452853e66a792b6945709080fa	228.0	283.0	panel_crop	5	D
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_5_panel_E.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_5_panel_E.png	png	19686	d7050fda90f85c20cbb4041e21649a1145d6be905f3bc35da1ba0d1700e2826e	239.0	315.0	panel_crop	5	E
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_5_panel_F.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_5_panel_F.png	png	19400	4fbe52f8193eb8341ad7b16b240fab51745ad89b279fba77dafdc442aebe38d2	473.0	263.0	panel_crop	5	F
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_5_panel_G.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_5_panel_G.png	png	19993	637e66915803e1316abdc930634250db2bccc0fcd286e0e8fb6c6db5d5680dd3	234.0	285.0	panel_crop	5	G
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_6_panel_A.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_6_panel_A.png	png	19375	64a3962b6f3b9647987924229a2f7248791a31b1681b491e6ac91aef1b20d0bc	323.0	219.0	panel_crop	6	A
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_6_panel_B.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_6_panel_B.png	png	15194	d8b1290ecf88937850b119f9ce58da3550f9edd29a3cb3bc38d5604c19321d2d	311.0	267.0	panel_crop	6	B
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_6_panel_C.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_6_panel_C.png	png	20904	56a7e71df866d226446246ad7bcf77f3ba5bed1e1b394af5327135d9eaf43362	300.0	275.0	panel_crop	6	C
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_6_panel_D.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_6_panel_D.png	png	20796	68b0668a6b847973b97eb3940fbe5aca2c0bf8b7f1801d69b091b9e4bf457ceb	328.0	240.0	panel_crop	6	D
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_6_panel_E.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_6_panel_E.png	png	14247	ae3148e3b967bb33333698f0f164a17dbf5d96d1530f4562b5c686ecb1a1fc16	275.0	208.0	panel_crop	6	E
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_6_panel_F.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_6_panel_F.png	png	17505	3bde21834541d9a1ffa6a1d21855725fad5ced725910d1c4c6bb96eb42d222d4	301.0	267.0	panel_crop	6	F
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_6_panel_G.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_6_panel_G.png	png	18144	0a4fa277e0dea834498b838539a63f1916308dd18618039e02f4629038498e2d	308.0	267.0	panel_crop	6	G
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_6_panel_H.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_6_panel_H.png	png	16264	fc0f0cc8fefb7e2d944e1f210f93446089d2cddc6608321fb26bee14f826b952	307.0	267.0	panel_crop	6	H
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_7_panel_A.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_7_panel_A.png	png	21036	6cfb2daef05745ff86b2eea3fe6727ae377e79ddf00df6cc689acedaf8451dbf	474.0	250.0	panel_crop	7	A
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_7_panel_B.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_7_panel_B.png	png	19132	a7ca9aa61dca18d39c7d2a663eabe8b05a9e11cbafffc2d64b0f7b187518be61	262.0	306.0	panel_crop	7	B
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_7_panel_C.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_7_panel_C.png	png	20685	c1e5af64bae63f47bc24f890389d9e325cc31278afd35c91022cde566deeb25b	236.0	316.0	panel_crop	7	C
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_7_panel_D.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_7_panel_D.png	png	20766	0d438885feaa4dc268df819f49788db1aaa2f3e43a2dcbd24ac5bdd356904437	281.0	283.0	panel_crop	7	D
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_7_panel_E.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_7_panel_E.png	png	14030	ad209c7e3371ce51668da4d17bc43f2dde92f98aa54a8b062f28609652d0fc59	184.0	251.0	panel_crop	7	E
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_7_panel_F.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_7_panel_F.png	png	19178	ae1b5e6980aa8a5d14ba5240050d8e4ac943126bfbcdf5963f07ecf27745faf5	450.0	283.0	panel_crop	7	F
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_7_panel_G.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_7_panel_G.png	png	15110	0176244a978d53ee96f2e5835e65163abd9d24b3a681bf44be37fe9528b4cb11	222.0	286.0	panel_crop	7	G
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_8_panel_A.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_8_panel_A.png	png	20423	983cbf71a254d4f8039c8cf2868f6db11c4da438781c6691760ba3499dbb09fd	319.0	243.0	panel_crop	8	A
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_8_panel_B.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_8_panel_B.png	png	22955	a6d0e68d78f3531c9f283f3e47913a8d8766c113b0c1a02f0aebf2808da3bde7	335.0	296.0	panel_crop	8	B
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_8_panel_C.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_8_panel_C.png	png	12501	355874adefecaf97db8ba56d2cb0381187ae20a2f78904efcd7d6cb18d533bb2	319.0	266.0	panel_crop	8	C
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_8_panel_D.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_8_panel_D.png	png	14419	bd93c8cd935189bc172f5b51ca5673a1d602ca93b32fcdb374402e0cb984441b	334.0	266.0	panel_crop	8	D
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_8_panel_E.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_8_panel_E.png	png	19759	039adfc65b9f6769d8a2a7f52c4a9304df35783f6b51f17422130ff0e32e96fa	293.0	231.0	panel_crop	8	E
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/panel_crops/UTI_HostOmics_U27B2E2D_Figure_8_panel_F.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_8_panel_F.png	png	21414	66f85b3579b865adf26a878567b1fb54bd5bb714eb7665c7bc14e9435761b2b9	294.0	231.0	panel_crop	8	F
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/UTI_HostOmics_U27B2E2D_full_figure_contact_sheet.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/UTI_HostOmics_U27B2E2E_full_figure_contact_sheet.png	png	1393634	5bba7c02e7131812d69809fd7efa9b68c1a44f8c420bff77fc85f65be9996b68	2324.0	3482.0	contact_sheet		
project://06_figures/phaseU27B2E2D_final_visibility_title_microrepair/UTI_HostOmics_U27B2E2D_panel_contact_sheet.png	project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/UTI_HostOmics_U27B2E2E_panel_contact_sheet.png	png	2783561	11a1c697bbae172d61fafc4b87c071714a64211aed0c23e5d5c1b4bee1712309	2980.0	5793.0	contact_sheet		
